BREED	COUNTRY	IDNO	CODENO	REGNAME	ACTIVE	CODENAME	DOB	SREGNAME	REL_NM	PL	REL_PL	SCS	REL_SCS	MILK	FAT_P	FAT	STATUS	TDATE	TSOURCE	TDTRS	THRDS	PTAT	TREL	UDC	FLC	BDC	DC	BLACK_PCT	LDTRS	LHRDS	STAT	STR	BD	DF	RA	THURLW	RLS	RLR	FA	FLS	FUA	RUH	RUW	UC	UD	FTP	RTP	TEATL	CEDATE	SCE	PRELIM	SCE_OBS	SCE_REL	DCE	DCE_OBS	DCE_REL	SSB_OBS	SSB_HERDS	SSB_REL	SSB_PCT	SSB_SOURCE	SSB_OFF	DSB_OBS	DSB_DTRS	DSB_HERDS	DSB_REL	DSB_PCT	DSB_SOURCE	DSB_OFF	MS	REL_MS	DIS	AAA	DMS	SCR	SERV_SCR	REL_SCR	SIRE	EVALDATE	RHAIND	HBSTATUS	SBREED	SCOUNTRY	SIDNO	DBREED	DCOUNTRY	DIDNO	MGSBREED	MGSCOUNTRY	MGSIDNO	OBREED	OCOUNTRY	OIDNO	NAABCODE2	NAABCODE3	NAABCODE4	BREED_EVAL	FTI	FUI	NM_PCTILE	PCT_US	SCE_SOURCE	DCE_SOURCE	FI	FE
HO	USA	000139058925	7HO10233	"FOXBERRY BAX MIZZOU-ET"	1	"MIZZOU         "	2008-01-07	"EMERALD-ACR-SA T-BAXTER       "	93	2.7	88	3.07	94	27462	3.8	1055	A	2016-04-05	GUSA	94	62	1.62	92	0.94	1.16	1.69	2.01	15	94	62	1.52	1.93	2.07	1.26	0.24	1.34	-0.12	1.59	1.08	1.19	1.31	1.65	1.52	0.94	0.74	-0.06	0.17	0.24	2016-04-05	10.4	NULL	7165	99	6.3	452	86	5904	612	98	8.1	G	G	371	289	89	87	5.3	G	Y	NULL	NULL	NULL	342516	"234     "	1.9	44040	99	NULL	2016-04-05	NA	**	HO	USA	000132973942	HO	USA	000133912027	HO	CAN	000006026421	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	53	97	G	G	-1.3	73
HO	840	003004373205	14WW06195	"RI-VAL-RE RUBY-RED-ET"	0	"RUBY-RED *PO   "	2008-10-11	"AGGRAVATION LAWN BOY P-RED    "	93	1.1	90	3.03	94	25442	3.8	960	I	2016-04-05	GUSA	78	54	-0.72	92	-0.03	-0.84	-1.06	-1.86	85	83	57	-0.81	-1.15	-1.83	-1.67	-0.12	-0.89	1.57	-1.22	-0.78	-0.61	-0.01	0.67	0.62	-1.38	0.45	-1.1	-1.63	-0.13	2016-04-05	8.7	NULL	648	94	7.7	365	82	656	183	87	8.3	G	G	355	213	109	83	6.8	G	Y	NULL	NULL	NULL	243615	"234     "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000133080890	HO	USA	000060815380	HO	CAN	000005844883	HO	USA	000139580053	614HO06195	14WW06195	"          "	HO	NULL	NULL	08	100	G	G	0.6	-17
GU	USA	000000604761	7GU00398	"SNIDERS RONALDS ALSTAR"	1	"ALSTAR         "	2002-09-27	"MARODORE GOLIATHS RONALD-ET"	92	3.5	86	2.99	93	18485	4.4	805	A	2016-04-05	GUSA	244	81	-0.2	96	-0.62	1.1	NULL	NULL	NULL	263	94	-2.7	-0.5	-0.8	0.6	-0.8	-2	-0.1	-0.3	1	NULL	-0.6	-0.4	-0.3	0.5	-1.8	0	NULL	0.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"162   "	NULL	-0.6	553	68	NULL	2016-04-05	"  "	"  "	GU	USA	000000603218	GU	USA	000003045188	GU	USA	000000600510	"  "	"   "	"            "	"          "	"          "	"          "	GU	NULL	NULL	91	84	NULL	NULL	NULL	NULL
HO	USA	000055716840	507HO11150	"FURNACE-HILL SUPER ZIGGY-ET"	0	ZIGGY	2010-06-07	"CHARLESDALE SUPERSTITION-ET"	96	5.3	90	2.76	97	28842	3.6	1047	A	2016-04-05	GUSA	303	100	0.37	95	0.47	-0.66	0.25	0.14	90	303	100	0.25	0.4	0.2	-0.12	-1.49	-0.03	1.36	-1.11	-0.12	-0.64	0.82	0.84	0.77	0.22	0.15	0.92	0.94	0.47	2016-04-05	7.4	NULL	2987	98	6	894	92	2650	246	95	9	G	G	764	666	143	93	5.4	G	Y	NULL	NULL	NULL	132546	"456,345 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000062065919	HO	USA	000137475177	HO	GBR	000000598172	"  "	"   "	"            "	507HO11150	"          "	"          "	HO	NULL	NULL	66	95	G	G	5.5	41
HO	USA	000068771322	507HO11103	"MR GOLDNOAKS MAGNUS-ET"	1	MAGNUS	2010-03-09	"LONG-LANGS OMAN OMAN-ET"	97	-2.7	93	2.95	99	28441	3.9	1118	A	2016-04-05	GUSA	663	219	1.65	98	1.24	0.74	2.34	2.55	25	665	219	2.77	2	2.37	2.29	1.14	0.99	-0.97	0.03	1.15	0.77	0.49	3.33	3.06	1.1	0.47	0.34	0.73	-0.11	2016-04-05	8.2	NULL	6287	99	6.3	1543	96	5807	705	97	9.8	G	G	1286	1056	258	95	6.8	G	Y	NULL	NULL	NULL	345216	"234,345 "	-0.9	13999	98	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000062213305	HO	GBR	000000598172	"  "	"   "	"            "	507HO11103	"          "	"          "	HO	NULL	NULL	58	100	G	G	0.5	151
HO	USA	000069981349	7HO11351	"SEAGULL-BAY SUPERSIRE-ET"	1	SUPERSIRE	2010-12-28	"ROYLANE SOCRA ROBUST-ET"	96	6.6	89	2.86	99	30615	4	1210	A	2016-04-05	GUSA	1296	491	1.42	99	0.64	0.44	0.69	1.62	80	1296	491	0.61	0.69	0.72	1.7	0.39	1.01	0.54	0.45	-0.2	0.89	0.76	2.05	1.89	0.48	-0.1	-0.12	0.38	1.14	2016-04-05	7.4	NULL	24087	99	4	1793	99	19936	1693	99	6.5	G	G	1547	1822	500	99	3.9	G	Y	NULL	NULL	NULL	132	"135,345 "	2.9	68307	99	NULL	2016-04-05	NA	"  "	HO	USA	000064966739	HO	USA	000066228178	HO	USA	000060597003	"  "	"   "	"            "	507HO11351	"          "	"          "	HO	NULL	NULL	99	85	G	G	0.1	232
HO	USA	000062874505	7HO10502	"TOUCHDOWN PLANET BACON-ET"	0	"BACON          "	2008-12-01	"ENSENADA TABOO PLANET-ET      "	92	3.3	88	2.8	91	28639	3.7	1052	A	2016-04-05	GUSA	96	61	0.88	92	1.01	-0.96	-0.17	0.88	65	98	61	-0.24	-0.47	-0.26	1.66	-0.54	1.1	2.16	-0.31	-1.63	-0.69	1.33	2.08	1.91	0.53	0.4	1.02	0.96	-1.74	2016-04-05	7.2	NULL	1659	97	8.1	234	79	748	157	88	7.6	G	G	222	105	63	78	7.3	G	Y	NULL	NULL	NULL	342156	135	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060597003	HO	USA	000136800224	HO	GBR	000000598172	"  "	"   "	"            "	507HO10502	"          "	"          "	HO	NULL	NULL	64	100	G	G	-1.2	84
HO	USA	000060597003	507HO08081	"ENSENADA TABOO PLANET-ET"	0	"PLANET         "	2003-03-03	"ROSE-BAUM TABOO-ET"	99	5.2	99	3.04	99	29485	3.7	1081	A	2016-04-05	GUSA	23429	5548	0.61	99	0.34	-1.35	-0.56	0.77	15	23717	5549	-0.83	-0.66	-0.34	1.81	-0.12	0.72	2.6	-0.72	-2.56	-0.81	0.12	0.91	0.84	1.49	-0.23	1.74	1.93	-2.31	2016-04-05	6.9	NULL	94151	99	7.1	38912	99	82962	5899	99	7.3	G	G	33546	27030	3927	99	7.7	G	Y	NULL	NULL	NULL	315246	"345,135 "	0.5	52982	99	NULL	2016-04-05	NA	"  "	HO	USA	000017121203	HO	USA	000130161039	HO	USA	000002231596	"  "	"   "	"            "	507HO08081	"          "	"          "	HO	NULL	NULL	80	62	G	G	-0.4	113
HO	USA	000063306423	614HO06014	"ORCHARDLAWN TOPPING-ET"	0	"TOPPING        "	2007-12-19	"BDGGENETICS ENCINO-ET         "	92	-2.7	87	3.07	91	27211	3.6	982	I	2016-04-05	GUSA	97	58	1.19	92	0.97	1	0.42	1.33	NULL	98	58	0.28	0.53	0.96	1.17	-0.86	0.02	-0.56	1.19	0.8	1.1	1.4	2.3	2.12	0.44	0.25	0.67	0.45	-1.31	2016-04-05	8.2	NULL	2375	98	9	316	82	821	154	89	7.9	G	G	261	161	61	81	10.9	G	Y	NULL	NULL	NULL	126	561	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060301421	HO	USA	000061221705	HO	CAN	000006947936	HO	840	003004222433	"          "	"          "	"          "	HO	NULL	NULL	12	100	G	G	-2	38
HO	USA	000138685522	614HO05936	"COYNE-FARMS BOLTON DOM-ET"	1	"DOM *BY        "	2007-09-01	"SANDY-VALLEY BOLTON-ET"	96	1.1	91	3.15	98	29391	3.8	1107	A	2016-04-05	GUSA	544	272	1.66	97	1.57	1.96	0.99	1.77	90	544	272	1.26	0.83	1.04	1.77	0.85	-0.03	-2.19	1.95	2.23	1.8	2.4	2.26	2.08	0.46	1.32	1.49	0.96	-1.09	2016-04-05	8.4	NULL	14370	99	7.4	1516	95	11867	1048	99	9.1	G	G	1399	1415	409	96	10.1	G	Y	NULL	NULL	NULL	123	"246,456 "	0.1	43891	99	NULL	2016-04-05	NA	**	HO	USA	000131823833	HO	USA	000061319723	HO	USA	000120745603	HO	840	003004518117	514HO05936	614HO05936	"          "	HO	NULL	NULL	65	79	G	G	-1.1	118
HO	USA	000063306423	14HO06014	"ORCHARDLAWN TOPPING-ET"	0	"TOPPING        "	2007-12-19	"BDGGENETICS ENCINO-ET         "	92	-2.7	87	3.07	91	27211	3.6	982	I	2016-04-05	GUSA	97	58	1.19	92	0.97	1	0.42	1.33	NULL	98	58	0.28	0.53	0.96	1.17	-0.86	0.02	-0.56	1.19	0.8	1.1	1.4	2.3	2.12	0.44	0.25	0.67	0.45	-1.31	2016-04-05	8.2	NULL	2375	98	9	316	82	821	154	89	7.9	G	G	261	161	61	81	10.9	G	Y	NULL	NULL	NULL	126	561	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060301421	HO	USA	000061221705	HO	CAN	000006947936	HO	840	003004222433	"          "	"          "	"          "	HO	NULL	NULL	12	100	G	G	-2	38
GU	USA	000068042542	507GU00446	"LANG HAVEN GRUMPY NOVAK"	0	NOVAK	2010-05-11	"GOLDEN J RONALD GRUMPY"	71	1.7	55	2.95	67	20876	4.2	884	A	2016-04-05	GUSA	28	21	0.5	73	0.22	0.83	NULL	NULL	NULL	28	21	0.7	-0.5	-0.8	1.3	0	0.4	-0.8	0.2	0.2	NULL	-1	1	0.8	0.9	-0.2	0.1	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"642   "	NULL	1.3	212	45	NULL	2016-04-05	"  "	HR	GU	USA	000000604960	GU	USA	000068005592	GU	USA	000000604878	"  "	"   "	"            "	"          "	"          "	"          "	GU	NULL	NULL	75	49	NULL	NULL	NULL	NULL
HO	USA	000061886730	514HO05434	"JENNY-LOU SHOTTLE TRUMP-ET"	0	"TRUMP          "	2006-02-13	"PICSTON SHOTTLE-ET"	99	2	98	2.85	99	28275	3.7	1044	A	2016-04-05	GUSA	2371	1043	1.4	98	1.17	1.07	1.14	1.35	70	2381	1049	1.24	1.09	1.04	1.03	0.69	0.95	-0.5	1.22	1.5	0.89	0.98	1.6	1.47	1.15	1.22	1.19	1.07	-0.65	2016-04-05	9.2	NULL	16029	99	9.6	4695	98	13768	1946	99	9.4	G	G	4017	3445	1000	98	10.2	G	Y	NULL	NULL	NULL	345216	"234,246 "	0.4	19694	99	NULL	2016-04-05	NA	**	HO	GBR	000000598172	HO	USA	000060435703	HO	USA	000002290977	HO	840	003004518124	514HO05434	614HO05434	"          "	HO	NULL	NULL	39	60	G	G	0.7	40
JE	840	003007525646	614JE00568	"TOLLENAARS HEADLINE LOU-ET"	1	LOU	2010-07-06	"SCHULTZ RESCUE HEADLINE"	87	6.2	80	2.97	84	21369	4.4	948	A	2016-04-05	GUSA	51	24	1.1	87	15.7	0	NULL	NULL	NULL	51	24	1	0.5	0	0.8	0.5	0.2	-0.3	0	0.8	NULL	1	1.6	1.2	0.4	1.2	0.1	NULL	-0.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	231	"123,135 "	0.5	208	44	NULL	2016-04-05	"  "	HR	JE	USA	000114114336	JE	USA	000061809267	JE	DNK	000000301592	"  "	"   "	"            "	614JE00568	"          "	"          "	JE	15.39	6.31	67	100	NULL	NULL	NULL	NULL
HO	840	003004222469	614HO06173	"TIL-ACRES ARMSTED VERNAL-ET"	0	"VERNAL              "	2008-08-28	"DIAMOND-OAK ARMSTEAD-ET       "	90	2.9	86	3.02	89	28528	3.7	1056	I	2016-04-05	GUSA	87	56	-0.19	92	0.07	0.4	-0.27	-0.43	80	87	56	0.33	-0.57	-0.97	-0.25	2.33	-1.5	-0.7	0.29	0.83	0.18	0.25	0.82	0.75	-1.31	0.35	-0.78	-1.28	0.24	2016-04-05	8.1	NULL	512	93	7.3	199	77	516	138	85	7	G	G	185	101	52	76	6	G	Y	NULL	NULL	NULL	342	"234,123 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000132967734	HO	USA	000052542771	HO	USA	000120754720	"  "	"   "	"            "	614HO06173	"          "	"          "	HO	NULL	NULL	49	100	G	G	2.2	49
HO	USA	000056264515	7HO10819	"LARCREST CAMELOT-ETS"	0	CAMELOT	2009-04-14	"ENSENADA TABOO PLANET-ET"	98	3.4	96	2.69	99	27199	3.8	1042	I	2016-04-05	GUSA	512	238	1.23	96	1.14	0.44	0.6	1.28	10	529	240	0.4	0.87	0.84	0.96	0.51	0.59	0.16	0.54	-0.28	0.83	1.23	1.82	1.67	2.69	0.64	1.94	2.57	-1.39	2016-04-05	8.4	NULL	3674	99	6.6	2601	96	4104	674	95	8.2	G	G	1893	1432	308	96	6.1	G	Y	NULL	NULL	NULL	351462	345,135	NULL	NULL	NULL	NULL	2016-04-05	"I "	99	HO	USA	000060597003	HO	USA	000053452457	HO	DEU	000000253642	"  "	"   "	"            "	507HO10819	"          "	"          "	HO	NULL	NULL	55	89	G	G	-1.1	63
HO	USA	000069169783	507HO11275	"PINE-TREE FREDDIE ARNETT-ET"	0	"ARNETT         "	2010-08-06	"BADGER-BLUFF FANNY FREDDIE"	92	5.6	87	2.65	91	27830	3.8	1060	A	2016-04-05	GUSA	122	61	0.95	93	0.97	1.3	0.26	0.14	90	122	61	0.19	0.37	-0.23	-0.29	-0.88	1.03	-0.67	1.6	1.19	1.33	1.91	1.06	0.98	-0.13	1.08	0.93	0.45	-0.06	2016-04-05	5.8	NULL	395	91	4.7	223	78	326	113	81	7.1	G	G	195	128	63	79	5.5	G	Y	NULL	NULL	NULL	513246	"345,135 "	0.6	1055	80	NULL	2016-04-05	"I "	99	HO	USA	000060996956	HO	USA	000065761694	HO	DEU	000000253642	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	86	100	G	G	2.3	72
HO	840	003006988837	7WW11141	"OCD DESTRY BAMA-RED-ET"	0	BAMA-RED	2010-04-28	"SCIENTIFIC DESTRY-ET"	94	2.7	87	2.81	96	25884	3.9	1003	I	2016-04-05	GUSA	211	133	0.66	95	0.97	0.59	0.64	0.08	NULL	211	133	1.24	0.24	-0.07	-0.24	0.96	-0.27	0.61	1.03	0.18	0.8	1.21	0.27	0.25	1.03	1.72	0.79	0.51	0.8	2016-04-05	7.9	NULL	2327	97	5.3	358	85	2228	577	92	6.7	G	G	328	331	160	87	4.7	G	Y	NULL	NULL	NULL	"234   "	"234     "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000138122625	HO	USA	000064777490	HO	USA	000132973942	HO	USA	000069020480	507HO11141	7WW11141	"          "	HO	NULL	NULL	27	87	G	G	1.9	-1
AY	USA	000100582934	7AY00091	"DUNCAN MADMAX"	0	MADMAX	2009-01-13	"GALNEY-EPC GALANT RAMIUS"	84	-0.5	72	3.3	82	19096	3.8	726	I	2016-04-05	GUSA	40	27	-0.6	79	0	0	NULL	NULL	NULL	40	27	-1.8	-0.4	-0.4	-0.1	-1.8	0.1	0.4	0	-0.1	NULL	-0.3	0.2	0	-1	-0.8	-1	NULL	0.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"651   "	NULL	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	AY	USA	000100216624	AY	USA	000100216697	AY	USA	000000145754	"  "	"   "	"            "	507AY00091	"          "	"          "	AY	NULL	NULL	09	100	NULL	NULL	NULL	NULL
HO	USA	000069405976	7HO11163	"TIGER-LILY LADD P-RED-ET"	0	"LADD P-RED"	2010-05-18	"SCIENTIFIC DESTRY-ET"	96	2.3	90	2.77	98	25068	4	996	A	2016-04-05	GUSA	1127	695	2.12	98	1.93	1.03	1.68	1.21	NULL	1127	695	2.19	1.1	1.01	0.69	-1.09	1.55	-0.03	0.76	0.8	1.39	2.41	1.8	1.66	1.89	2.41	1.66	1.5	1.76	2016-04-05	7.8	NULL	15541	99	7.2	607	96	15560	3200	97	7.6	G	G	516	1636	908	95	6.7	G	Y	NULL	NULL	NULL	"423   "	246	0.1	7170	97	NULL	2016-04-05	NA	**	HO	USA	000138122625	HO	USA	000065658065	HO	USA	000133080890	"  "	"   "	"            "	7WW11163	507HO11163	"          "	HO	NULL	NULL	21	46	G	G	2.7	-12
HO	USA	000068617446	614HO06835	"SUGAR-BREEZE CINCO-P-ET"	0	CINCO-P*RC*PO	2010-12-10	"WEST PORT ARRON DOON MITEY P"	82	1.3	78	2.88	80	26669	3.7	976	P	2016-04-05	GUSA	NULL	NULL	0.71	78	0.39	1.49	-0.03	0.12	50	NULL	NULL	0.07	-0.4	-0.21	0.43	-1.04	0.64	-0.48	1.93	1.18	1.63	0.58	0.72	0.66	0.53	0.79	-1.4	-1.22	-0.43	2016-04-05	8.3	NULL	141	83	8.7	24	68	124	47	69	8.4	G	G	22	22	19	61	7.6	G	Y	NULL	NULL	NULL	156	"561,456 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	CAN	000008930027	HO	USA	000062549676	HO	USA	000133606045	HO	840	003006029374	614HO06835	14WW06835	"          "	HO	NULL	NULL	16	100	G	G	-1.4	14
JE	USA	000117192245	14JE00560	"WINDHAVENS LOTTO DANDEE"	1	DANDEE	2010-05-02	"MVF JEVON LOTTO-ET"	86	1.9	78	2.9	85	22590	4.6	1041	A	2016-04-05	GUSA	39	19	0.7	85	0.5	0	NULL	NULL	NULL	39	19	0.2	0.5	0	0.6	0.5	0.2	0.3	0	-0.1	NULL	-0.2	0.8	0.6	1.1	-0.6	-0.2	NULL	1.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	246	126,123	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	840	003004222446	JE	USA	000115185973	JE	USA	000113604948	"  "	"   "	"            "	"          "	"          "	"          "	JE	0.28	-1.87	63	100	NULL	NULL	NULL	NULL
MS	USA	000000466355	614MS00113	"BLISSFUL TED'S SPURGEON-ET"	0	"SPURGEON       "	2007-04-14	"VINRA FROST TED               "	79	0.5	70	2.76	80	21974	3.9	846	A	2016-04-05	USA	16	10	-0.2	62	-0.18	0.48	NULL	NULL	NULL	16	10	-1.7	-1.1	-1.1	0.3	-0.7	-0.7	-0.3	0	0.3	NULL	-0.4	0.1	0.1	0.2	-0.5	0.2	NULL	-0.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	432516	"561,135 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	MS	USA	000000450289	MS	USA	000000448152	MS	USA	000000432360	"  "	"   "	"            "	"          "	"          "	"          "	MS	NULL	NULL	14	100	NULL	NULL	NULL	NULL
JE	USA	000117461259	614JE00582	"SUN VALLEY RENEGADE HARDWOOD-ET"	0	"HARDWOOD       "	2010-11-08	"BW RENEGADE-ET"	89	2.8	79	2.88	89	22151	4.6	1012	A	2016-04-05	GUSA	102	41	0.4	90	7.4	0	NULL	NULL	NULL	102	41	0.4	0.3	0	0.1	0.9	0.1	-0.1	0	0.7	NULL	1.1	1.1	0.8	-0.4	0.3	0.2	NULL	-0.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	243	"561,126 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000115883929	JE	USA	000114592073	JE	DNK	000000301592	"  "	"   "	"            "	"          "	"          "	"          "	JE	7.27	3.96	50	100	NULL	NULL	NULL	NULL
HO	USA	000069474041	7HO11279	"DE-SU DORCY MOONBOY 954-ET"	1	MOONBOY	2010-09-17	"COYNE-FARMS DORCY-ET"	94	4.9	88	2.7	96	29139	3.7	1078	A	2016-04-05	GUSA	211	85	1.92	95	2.67	2.64	1.29	0.22	85	211	85	1.52	1.46	0.69	-0.66	-1.61	0.64	-2.34	3.03	3.35	2.19	3.54	3.33	3.06	1.9	2.8	1.45	1.33	1.61	2016-04-05	5.7	NULL	2340	96	4.6	404	86	2594	451	92	7.2	G	G	412	340	114	89	4.8	G	Y	NULL	NULL	NULL	546312	456	-0.6	11299	98	NULL	2016-04-05	NA	**	HO	USA	000139005002	HO	USA	000138218285	HO	GBR	000000598172	"  "	"   "	"            "	507HO11279	"          "	"          "	HO	NULL	NULL	81	97	G	G	1.6	51
HO	USA	000069326513	14HO06842	"FB D-N-J GABOR LINK-ET"	1	LINK	2010-12-18	"WILLOW-MARSH-CC GABOR-ET      "	88	4.2	84	2.52	86	27393	3.8	1046	A	2016-04-05	GUSA	52	37	1.87	90	1.38	0.47	1.55	2	95	52	37	1.86	1.1	1.31	1.78	0.1	1.47	1.49	0.58	0.65	0.63	1.8	1.96	1.8	0.94	1.19	1.26	1.06	0.03	2016-04-05	6.6	NULL	248	88	6	65	70	226	85	76	7.9	G	G	65	54	32	70	6.4	G	Y	NULL	NULL	NULL	234	126,123	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060845420	HO	USA	000052302427	HO	CAN	000010705608	HO	840	003006265110	"          "	"          "	"          "	HO	NULL	NULL	56	100	G	G	0.9	27
JE	USA	000067332021	7JE01169	"HEARTLAND MERCHANT TOPEKA-ET"	1	"TOPEKA         "	2010-11-19	"SUNSET CANYON MERCHANT-ET"	97	1	91	3.18	99	22151	4.9	1084	A	2016-04-05	GUSA	1258	244	1.9	99	20.8	0	NULL	NULL	NULL	1009	244	1.3	0.3	0	1.3	2.5	0.2	-0.7	0	0.7	NULL	1	2	1.5	0.7	1.9	0.1	NULL	-0.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	243165	"123,234 "	3.2	14620	98	NULL	2016-04-05	"  "	HR	JE	USA	000114256027	JE	USA	000067041437	JE	USA	000111524657	"  "	"   "	"            "	507JE01169	"          "	"          "	JE	20.19	7.9	23	95	NULL	NULL	NULL	NULL
JE	USA	000067037158	614JE00472	"FOREST GLEN ARTIST ALEXANDER"	0	"ALEXANDER      "	2004-08-18	"ISDK JAS ARTIST"	98	3.3	97	2.9	99	19479	4.8	930	I	2016-04-05	GUSA	1167	197	-0.3	99	-1.1	0	NULL	NULL	NULL	1167	197	-1	-0.4	0	-0.3	-1.1	-0.4	-0.1	0	-0.1	NULL	0.1	-0.9	-0.7	-0.9	0.9	-0.3	NULL	-0.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	351	"345,456 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	DNK	000000301607	JE	USA	000112593461	JE	USA	000000656178	"  "	"   "	"            "	614JE00472	"          "	"          "	JE	-0.55	1.16	26	100	NULL	NULL	NULL	NULL
HO	USA	000069952672	614HO06844	"RON-NENE MAN DAGGER-ET"	0	"DAGGER         "	2010-12-26	"LONG-LANGS OMAN OMAN-ET"	88	1.2	84	2.84	86	28968	3.6	1045	A	2016-04-05	GUSA	59	31	1.2	90	1.25	0.45	1.44	1.18	70	59	31	2.29	0.46	0.73	1.28	0.67	0.72	0.58	0.21	0.48	0.68	0.41	1.32	1.21	2.78	1.66	1.27	2.02	1.73	2016-04-05	6.6	NULL	271	89	6.4	92	71	265	81	78	7.9	G	G	93	74	35	73	8.4	G	Y	NULL	NULL	NULL	"234   "	"234,123 "	-0.3	424	62	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000064479498	HO	USA	000060540164	HO	840	003006266087	"          "	"          "	"          "	HO	NULL	NULL	54	100	G	G	2.4	64
HO	USA	000063601528	514HO05962	"JIMKA ALTABAXTER ROYCE-ET"	0	"ROYCE          "	2007-10-09	"EMERALD-ACR-SA T-BAXTER       "	95	2.3	88	3.01	96	29008	3.7	1067	A	2016-04-05	GUSA	191	98	1.07	94	1.02	0.37	1.65	1.98	80	191	98	1.89	1.36	2.07	1.55	0.99	0.51	0.96	0.25	-0.06	0.83	0.83	1.55	1.43	1.99	0.75	0.6	0.94	0.95	2016-04-05	6.7	NULL	5265	99	5.9	868	91	4603	365	97	6.7	G	G	805	649	148	93	4.1	G	Y	NULL	NULL	NULL	312	"123,234 "	-0.5	10666	98	NULL	2016-04-05	NA	**	HO	USA	000132973942	HO	USA	000062216234	HO	USA	000002287161	HO	840	003004518146	514HO05962	614HO05962	"          "	HO	NULL	NULL	43	91	G	G	-0.2	37
HO	USA	000065345700	14HO06056	"BOMAZ RAMBLE 764-ET"	0	"RAMBLE              "	2008-02-28	"RAMOS                         "	91	2.4	87	2.74	90	27468	4	1097	I	2016-04-05	GUSA	86	56	-0.11	92	-0.05	0.33	-0.79	-0.71	80	88	56	-0.45	-1.28	-0.95	0.06	1.06	-1	-0.36	0.42	-0.45	0.66	-0.27	0.41	0.38	-0.44	0.23	-0.85	-0.62	-0.62	2016-04-05	9.6	NULL	297	90	6.5	215	78	291	103	81	8.2	G	G	206	93	57	77	6.7	G	Y	NULL	NULL	NULL	243	561	NULL	NULL	NULL	NULL	2016-04-05	"I "	99	HO	DEU	000000253642	HO	USA	000061980242	HO	GBR	000000587438	HO	840	003004222354	"          "	"          "	"          "	HO	NULL	NULL	40	100	G	G	1	63
